Wavelength,Flux
1358.87, 1.00690
1358.97, 1.10293
1359.07, 1.00476
1359.17, 1.00861
1359.27, 1.11026
1359.36, 1.11358
1359.46, 0.918167
1359.56, 1.00490
1359.66, 1.07137
1359.75, 1.04318
1359.85, 1.10118
1359.95, 1.04347
1360.05, 1.08432
1360.15, 0.962573
1360.24, 1.02619
1360.34, 0.974813
1360.44, 1.01721
1360.54, 0.980280
1360.63, 1.01825
1360.73, 0.932532
1360.83, 0.917067
1360.93, 0.973699
1361.03, 1.05435
1361.12, 0.978486
1361.22, 0.951693
1361.32, 1.01466
1361.42, 0.980768
1361.51, 0.992204
1361.61, 1.00572
1361.71, 0.964671
1361.81, 0.985367
1361.91, 0.997264
1362.00, 0.971595
1362.10, 0.982274
1362.20, 0.893286
1362.30, 0.917905
1362.39, 0.867826
1362.49, 0.985110
1362.59, 0.946091
1362.69, 0.907197
1362.79, 0.998825
1362.88, 1.00661
1362.98, 0.990408
1363.08, 1.00698
1363.18, 1.01350
1363.27, 0.928208
1363.37, 1.04421
1363.47, 1.01659
1363.57, 0.975841
1363.67, 1.01229
1363.76, 0.941695
1363.86, 0.900915
1363.96, 1.00939
1364.06, 0.973086
1364.15, 0.988957
1364.25, 0.873153
1364.35, 0.985982
1364.45, 1.12352
1364.55, 1.02737
1364.64, 1.01922
1364.74, 1.06980
1364.84, 1.02851
1364.94, 0.984965
1365.03, 1.00208
1365.13, 0.967119
1365.23, 0.992696
1365.33, 1.09128
1365.43, 1.11298
1365.52, 1.15695
1365.62, 0.951724
1365.72, 0.998185
1365.82, 1.05746
1365.91, 0.988567
1366.01, 1.07383
1366.11, 0.962442
1366.21, 1.03957
1366.31, 1.04597
1366.40, 1.03311
1366.50, 0.931891
1366.60, 0.985938
1366.70, 1.06836
1366.79, 1.12395
1366.89, 1.03983
1366.99, 1.09139
1367.09, 1.04720
1367.19, 1.01559
1367.28, 1.05075
1367.38, 0.965300
1367.48, 0.958480
1367.58, 1.07123
1367.67, 1.05512
1367.77, 1.02168
1367.87, 1.05752
1367.97, 0.987021
1368.07, 1.12853
1368.16, 0.994426
1368.26, 1.08606
1368.36, 1.06122
1368.46, 1.18136
1368.56, 0.965995
1368.65, 1.09783
1368.75, 0.928494
1368.85, 1.04459
1368.95, 1.00823
1369.04, 0.975265
1369.14, 1.07545
1369.24, 1.10382
1369.34, 1.05284
1369.44, 1.05346
1369.53, 1.10187
1369.63, 1.03897
1369.73, 0.917317
1369.83, 0.994043
1369.92, 0.993666
1370.02, 1.01975
1370.12, 1.03322
1370.22, 0.955407
1370.32, 1.05089
1370.41, 1.00843
1370.51, 1.03196
1370.61, 1.00831
1370.71, 0.924470
1370.80, 1.08780
1370.90, 1.07912
1371.00, 1.08584
1371.10, 1.00434
1371.20, 1.07846
1371.29, 1.01847
1371.39, 1.08369
1371.49, 0.958077
1371.59, 0.986816
1371.68, 0.935177
1371.78, 0.933177
1371.88, 0.935782
1371.98, 0.958757
1372.08, 0.859326
1372.17, 0.903744
1372.27, 0.911470
1372.37, 0.990180
1372.47, 0.968622
1372.56, 0.999663
1372.66, 1.02626
1372.76, 1.05633
1372.86, 0.945912
1372.96, 0.994753
1373.05, 0.954638
1373.15, 1.05142
1373.25, 0.999598
1373.35, 0.991390
1373.44, 0.945803
1373.54, 0.914402
1373.64, 1.06512
1373.74, 0.998607
1373.84, 0.960422
1373.93, 0.943821
1374.03, 1.00337
1374.13, 1.13275
1374.23, 1.03043
1374.32, 1.02951
1374.42, 0.923838
1374.52, 0.990165
1374.62, 0.906662
1374.72, 0.968356
1374.81, 0.971560
1374.91, 0.978596
1375.01, 1.07446
1375.11, 1.02338
1375.20, 1.00539
1375.30, 0.944077
1375.40, 0.878093
1375.50, 0.924613
1375.60, 0.890759
1375.69, 0.919096
1375.79, 0.919769
1375.89, 1.01082
1375.99, 1.10748
1376.08, 0.954024
1376.18, 1.03972
1376.28, 1.04563
1376.38, 1.08361
1376.48, 0.964599
1376.57, 0.978615
1376.67, 0.990054
1376.77, 1.04193
1376.87, 0.950218
1376.96, 0.997095
1377.06, 1.03963
1377.16, 0.974245
1377.26, 1.05530
1377.36, 0.934014
1377.45, 0.954827
1377.55, 1.03504
1377.65, 0.916243
1377.75, 0.963201
1377.84, 0.916033
1377.94, 0.990866
1378.04, 0.991451
1378.14, 0.946313
1378.24, 1.05762
1378.33, 0.974917
1378.43, 1.00546
1378.53, 0.933779
1378.63, 0.926705
1378.73, 1.01278
1378.82, 0.917097
1378.92, 1.00784
1379.02, 0.911692
1379.12, 0.923805
1379.21, 0.978679
1379.31, 1.02931
1379.41, 0.900376
1379.51, 0.943908
1379.61, 0.931391
1379.70, 0.966732
1379.80, 1.05169
1379.90, 0.911426
1380.00, 0.965026
1380.09, 0.964841
1380.19, 1.02548
1380.29, 0.968534
1380.39, 1.03820
1380.49, 0.982921
1380.58, 0.936264
1380.68, 1.08467
1380.78, 0.985245
1380.88, 1.01120
1380.97, 1.04339
1381.07, 1.00620
1381.17, 0.933339
1381.27, 0.921676
1381.37, 0.990465
1381.46, 1.05737
1381.56, 1.07369
1381.66, 1.03060
1381.76, 1.01642
1381.85, 0.960617
1381.95, 0.940244
1382.05, 0.937252
1382.15, 0.984881
1382.25, 0.992060
1382.34, 0.948987
1382.44, 0.914152
1382.54, 0.978552
1382.64, 1.01085
1382.73, 1.00563
1382.83, 0.952251
1382.93, 0.892028
1383.03, 0.883330
1383.13, 0.910465
1383.22, 0.971107
1383.32, 0.966029
1383.42, 0.827508
1383.52, 0.943315
1383.61, 1.01205
1383.71, 0.955190
1383.81, 0.899173
1383.91, 0.932589
1384.01, 0.935391
1384.10, 0.961438
1384.20, 1.02439
1384.30, 0.984856
1384.40, 0.938108
1384.49, 1.01472
1384.59, 0.978590
1384.69, 0.902310
1384.79, 0.950747
1384.89, 1.00589
1384.98, 1.03189
1385.08, 1.02424
1385.18, 1.02202
1385.28, 1.05017
1385.37, 0.955465
1385.47, 1.04225
1385.57, 1.04326
1385.67, 1.06697
1385.77, 1.05579
1385.86, 1.09259
1385.96, 1.05486
1386.06, 1.07956
1386.16, 1.05049
1386.25, 1.05162
1386.35, 0.996760
1386.45, 0.956626
1386.55, 0.981612
1386.65, 0.966588
1386.74, 0.973895
1386.84, 1.05662
1386.94, 0.969576
1387.04, 0.988314
1387.13, 0.945861
1387.23, 1.01474
1387.33, 0.971265
1387.43, 0.950890
1387.53, 0.938290
1387.62, 0.962507
1387.72, 0.901976
1387.82, 0.798308
1387.92, 0.819660
1388.02, 0.847650
1388.11, 0.923332
1388.21, 0.975415
1388.31, 0.937606
1388.41, 0.925221
1388.50, 0.905462
1388.60, 0.934779
1388.70, 0.902238
1388.80, 0.887241
1388.90, 0.922200
1388.99, 0.890477
1389.09, 0.879900
1389.19, 0.976023
1389.29, 0.965315
1389.38, 0.916521
1389.48, 0.893202
1389.58, 0.971706
1389.68, 0.952945
1389.78, 0.869660
1389.87, 0.895907
1389.97, 0.956404
1390.07, 1.03264
1390.17, 1.03404
1390.26, 0.952671
1390.36, 0.920970
1390.46, 0.931635
1390.56, 0.945991
1390.66, 0.946585
1390.75, 0.940336
1390.85, 0.959292
1390.95, 0.967513
1391.05, 0.912794
1391.14, 0.954231
1391.24, 0.912761
1391.34, 0.880023
1391.44, 0.816961
1391.54, 0.873175
1391.63, 0.890563
1391.73, 0.772838
1391.83, 0.668117
1391.93, 0.640255
1392.02, 0.531231
1392.12, 0.476745
1392.22, 0.394424
1392.32, 0.431046
1392.42, 0.396325
1392.51, 0.377645
1392.61, 0.412557
1392.71, 0.368903
1392.81, 0.320288
1392.90, 0.269832
1393.00, 0.268961
1393.10, 0.212233
1393.20, 0.191327
1393.30, 0.0993741
1393.39, 0.142466
1393.49, 0.151135
1393.59, 0.267900
1393.69, 0.308153
1393.78, 0.381576
1393.88, 0.492705
1393.98, 0.558600
1394.08, 0.561755
1394.18, 0.654284
1394.27, 0.704250
1394.37, 0.726314
1394.47, 0.699412
1394.57, 0.706845
1394.66, 0.855375
1394.76, 0.760757
1394.86, 0.761677
1394.96, 0.892012
1395.06, 0.813472
1395.15, 0.850787
1395.25, 0.925097
1395.35, 0.941761
1395.45, 0.863068
1395.54, 0.888332
1395.64, 0.946533
1395.74, 0.915737
1395.84, 0.953177
1395.94, 0.941119
1396.03, 0.988327
1396.13, 1.02614
1396.23, 0.970778
1396.33, 0.896600
1396.42, 0.851500
1396.52, 0.870136
1396.62, 0.912564
1396.72, 0.935155
1396.82, 0.891438
1396.91, 0.956802
1397.01, 0.934617
1397.11, 0.932637
1397.21, 0.919574
1397.30, 1.05335
1397.40, 0.893452
1397.50, 0.898960
1397.60, 0.955436
1397.70, 0.973812
1397.79, 0.976184
1397.89, 1.02237
1397.99, 1.07280
1398.09, 1.10967
1398.19, 1.18178
1398.28, 1.12501
1398.38, 1.08009
1398.48, 1.14671
1398.58, 1.02800
1398.67, 0.928663
1398.77, 0.940010
1398.87, 1.01899
1398.97, 1.05157
1399.07, 0.967940
1399.16, 0.972235
1399.26, 0.945527
1399.36, 0.935917
1399.46, 0.948047
1399.55, 0.880454
1399.65, 1.00717
1399.75, 1.01465
1399.85, 1.03188
1399.95, 1.02032
1400.04, 1.01365
1400.14, 0.975928
1400.24, 0.912948
1400.34, 0.881951
1400.43, 0.847881
1400.53, 0.949493
1400.63, 0.980696
1400.73, 1.03255
1400.83, 0.869136
1400.92, 0.891200
1401.02, 0.799732
1401.12, 0.695805
1401.22, 0.589285
1401.31, 0.611124
1401.41, 0.618357
1401.51, 0.535796
1401.61, 0.482607
1401.71, 0.477307
1401.80, 0.424956
1401.90, 0.291901
1402.00, 0.225613
1402.10, 0.228733
1402.19, 0.218643
1402.29, 0.169783
1402.39, 0.187206
1402.49, 0.235507
1402.59, 0.236620
1402.68, 0.361219
1402.78, 0.569347
1402.88, 0.684375
1402.98, 0.789488
1403.07, 1.01203
1403.17, 0.917602
1403.27, 0.997950
1403.37, 0.924911
1403.47, 0.903542
1403.56, 0.921899
1403.66, 0.915021
1403.76, 0.911531
1403.86, 0.902769
1403.95, 0.921827
1404.05, 0.820364
1404.15, 0.945395
1404.25, 0.903660
1404.35, 0.930793
1404.44, 0.918812
1404.54, 0.942249
1404.64, 0.877681
1404.74, 0.904331
1404.83, 0.939905
1404.93, 0.882653
1405.03, 0.931612
1405.13, 1.00313
1405.23, 1.00209
1405.32, 0.963473
1405.42, 0.944741
1405.52, 0.875445
1405.62, 0.933430
1405.71, 0.990988
1405.81, 1.03298
1405.91, 1.06199
1406.01, 1.01910
1406.11, 1.06965
1406.20, 1.04633
1406.30, 1.03438
1406.40, 1.00921
1406.50, 1.09254
1406.59, 1.19189
1406.69, 1.15368
1406.79, 1.22895
1406.89, 1.29248
1406.99, 1.15671
1407.08, 1.17894
1407.16, 1.17841
1407.27, 1.14643
1407.37, 1.08965
1407.48, 1.20967
1407.59, 1.07162
1407.69, 1.02471
1407.80, 1.01070
1407.91, 0.970164
1408.01, 0.840028
1408.12, 1.04077
1408.23, 0.920915
1408.33, 0.961392
1408.44, 1.03630
1408.55, 1.12019
1408.65, 1.03871
1408.76, 1.06251
1408.87, 1.09026
1408.97, 1.06874
1409.08, 1.10073
1409.19, 1.04330
1409.29, 1.08635
1409.40, 1.25241
1409.51, 1.21396
1409.61, 1.14322
1409.72, 1.07791
1409.83, 1.04651
1409.93, 1.04263
1410.04, 1.05508
1410.15, 1.07452
1410.25, 0.933476
1410.36, 0.930307
1410.46, 0.978508
1410.57, 0.952871
1410.68, 0.850334
1410.78, 1.00965
1410.89, 1.01281
1411.00, 1.00437
1411.10, 0.896368
1411.21, 0.996031
1411.32, 0.938732
1411.42, 1.04512
1411.53, 1.03082
1411.64, 1.04123
1411.74, 0.969006
1411.85, 1.02024
1411.96, 1.00335
1412.06, 0.846162
1412.17, 0.988692
1412.28, 0.952075
1412.38, 0.983344
1412.49, 0.911650
1412.60, 0.962107
1412.70, 0.914902
1412.81, 1.09734
1412.92, 0.898139
1413.02, 0.936889
1413.13, 0.995958
1413.24, 1.00291
1413.34, 0.927843
1413.45, 0.962108
1413.56, 0.922860
1413.66, 0.913898
1413.77, 0.988309
1413.88, 0.963908
1413.98, 0.925791
1414.09, 1.00750
1414.20, 1.05868
1414.30, 0.969077
1414.41, 1.02512
1414.52, 0.970665
1414.62, 1.04009
1414.73, 0.952161
1414.84, 0.963956
1414.94, 0.921179
1415.05, 0.950028
1415.16, 0.880289
1415.26, 1.00704
1415.37, 1.01338
1415.48, 0.950319
1415.58, 1.03853
1415.69, 1.04566
1415.80, 0.992923
1415.90, 0.954907
1416.01, 1.01989
1416.12, 0.936699
1416.22, 0.978006
1416.33, 0.961363
1416.44, 0.966397
1416.54, 0.963791
1416.65, 0.953854
1416.76, 0.845271
1416.86, 0.846108
1416.97, 0.878037
1417.07, 0.863651
1417.18, 0.728912
1417.29, 0.673607
1417.39, 0.802959
1417.50, 0.770118
1417.61, 0.782467
1417.71, 0.799145
1417.82, 0.896165
1417.93, 0.914699
1418.03, 0.907996
1418.14, 0.881400
1418.25, 0.915203
1418.35, 0.940181
1418.46, 0.753448
1418.57, 0.774967
1418.67, 0.758693
1418.78, 0.796862
1418.89, 0.821336
1418.99, 0.925424
1419.10, 0.946938
1419.21, 0.889637
1419.31, 0.844065
1419.42, 0.888115
1419.53, 0.987714
1419.63, 1.02835
1419.74, 1.02273
1419.85, 1.12200
1419.95, 1.07281
1420.06, 1.04773
1420.17, 1.03765
1420.27, 1.18954
1420.38, 1.07285
1420.49, 1.14965
1420.59, 1.14829
1420.70, 1.07914
1420.81, 1.02330
1420.91, 0.910615
1421.02, 1.72835
1421.13, 2.67076
1421.23, 0.382300
1421.34, -0.880611
1421.45, -0.754280
1421.55, 0.594761
1421.66, 0.625203
1421.77, 0.719865
1421.87, 0.743047
1421.98, 0.947953
1422.09, 0.882155
1422.19, 0.995274
1422.30, 0.834756
1422.41, 0.899856
1422.51, 0.924991
1422.62, 0.998457
1422.73, 1.00247
1422.83, 0.986373
1422.94, 0.977003
1423.05, 0.975374
1423.15, 1.00600
1423.26, 1.04466
1423.37, 0.967662
1423.47, 0.960088
1423.58, 0.955155
1423.69, 0.982141
1423.79, 1.00273
1423.90, 0.871877
1424.01, 0.891960
1424.11, 0.993422
1424.22, 0.911874
1424.32, 1.09938
1424.43, 1.00344
1424.54, 1.10392
1424.64, 1.05829
1424.75, 1.03476
1424.86, 0.967451
1424.96, 1.00165
1425.07, 0.919732
1425.18, 1.05260
1425.28, 0.890797
1425.39, 0.983553
1425.50, 0.990756
1425.60, 0.952834
1425.71, 0.897336
1425.82, 0.962195
1425.92, 0.991193
1426.03, 0.956773
1426.14, 1.00378
1426.24, 1.06875
1426.35, 0.983037
1426.46, 1.10584
1426.56, 0.976084
1426.67, 1.00330
1426.78, 1.02960
1426.88, 0.922164
1426.99, 0.891825
1427.10, 0.881265
1427.20, 1.02036
1427.31, 0.992044
1427.42, 1.13934
1427.52, 1.04656
1427.63, 1.04107
1427.74, 1.11386
1427.84, 1.20623
1427.95, 1.23414
1428.06, 1.15233
1428.16, 1.06824
1428.27, 1.32051
1428.38, 1.12089
1428.48, 1.14876
1428.59, 1.03631
1428.70, 1.13709
1428.80, 1.01092
1428.91, 1.11069
1429.02, 1.07913
1429.12, 0.948879
1429.23, 1.02204
1429.34, 1.02996
1429.44, 0.988734
1429.55, 1.05502
1429.66, 1.08230
1429.76, 1.05744
1429.87, 1.03926
1429.98, 1.07359
1430.08, 1.05203
1430.19, 1.07717
1430.30, 1.12042
1430.40, 1.03604
1430.51, 1.00848
1430.62, 0.989856
1430.72, 0.970995
1430.83, 0.968362
1430.94, 0.945229
1431.04, 0.902928
1431.15, 0.945078
1431.26, 0.937383
1431.36, 1.01710
1431.47, 0.955321
1431.57, 0.907281
1431.68, 0.987221
1431.79, 0.931413
1431.89, 0.894622
1432.00, 0.925150
1432.11, 0.935778
1432.21, 0.977949
1432.32, 1.00744
1432.43, 1.12175
1432.53, 1.06029
1432.64, 0.939028
1432.75, 0.931747
1432.85, 0.979849
1432.96, 1.00595
1433.07, 1.09090
1433.17, 1.00534
1433.28, 0.890848
1433.39, 0.894488
1433.49, 0.987046
1433.60, 0.957183
1433.71, 0.962367
1433.81, 0.938132
1433.92, 0.904181
1434.03, 1.02112
1434.13, 0.890782
1434.24, 0.920437
1434.35, 0.985340
1434.45, 1.07589
1434.56, 1.02254
1434.67, 1.04388
1434.77, 1.01966
1434.88, 1.00666
1434.99, 0.998435
1435.09, 1.07376
1435.20, 1.13533
1435.31, 1.12472
1435.41, 1.03411
1435.52, 0.983710
1435.63, 0.969063
1435.73, 1.00049
1435.84, 0.952864
1435.95, 0.966162
1436.05, 1.05923
1436.16, 1.04387
1436.27, 0.914470
1436.37, 0.896382
1436.48, 1.01502
1436.59, 0.931621
1436.69, 1.08329
1436.80, 1.00724
1436.91, 0.959930
1437.01, 1.10455
1437.12, 1.14547
1437.23, 0.911055
1437.33, 1.00383
1437.44, 1.04439
1437.55, 0.924864
1437.65, 1.03047
1437.76, 1.00732
1437.87, 1.09926
1437.97, 0.905469
1438.08, 0.955977
1438.18, 0.874437
1438.29, 0.842295
1438.40, 0.907844
1438.50, 0.969857
1438.61, 1.05946
1438.72, 0.887897
1438.82, 0.987449
1438.93, 0.915293
1439.04, 1.00208
1439.14, 0.863285
1439.25, 1.04008
1439.36, 1.04487
1439.46, 0.926681
1439.57, 1.00154
1439.68, 1.00815
1439.78, 1.02645
1439.89, 0.993697
1440.00, 1.00240
1440.10, 0.965251
1440.21, 1.13199
1440.32, 1.17143
1440.42, 1.02584
1440.53, 1.09859
1440.64, 1.14825
1440.74, 1.08482
1440.85, 1.08137
1440.96, 1.11495
1441.06, 1.02965
1441.17, 0.958442
1441.28, 0.993137
1441.38, 0.941622
1441.49, 0.998142
1441.60, 0.891672
1441.70, 0.976764
1441.81, 0.954672
1441.92, 0.945879
1442.02, 0.894914
1442.13, 0.994602
1442.24, 1.03554
1442.34, 0.989964
1442.45, 0.931588
1442.56, 0.848013
1442.66, 0.954203
1442.77, 0.945712
1442.88, 0.973310
1442.98, 1.07026
1443.09, 1.03019
1443.20, 1.04424
1443.30, 1.07027
1443.41, 1.05889
1443.52, 0.978484
1443.62, 1.02951
1443.73, 0.995371
1443.84, 1.02089
1443.94, 1.09262
1444.05, 1.06283
1444.16, 0.988223
1444.26, 0.985085
1444.37, 0.966323
1444.48, 1.00190
1444.58, 0.975139
1444.69, 1.05599
1444.80, 1.07849
1444.90, 1.01718
1445.01, 1.02836
1445.12, 0.929411
1445.22, 0.996669
1445.33, 1.04567
1445.43, 1.08345
1445.54, 0.998467
1445.65, 0.889919
1445.75, 0.868120
1445.86, 0.929638
1445.97, 0.871681
1446.07, 0.859831
1446.18, 0.860005
1446.29, 0.987931
1446.39, 0.927523
1446.50, 0.892569
1446.61, 0.946879
1446.71, 0.933481
1446.82, 0.914664
1446.93, 1.01365
1447.03, 0.896981
1447.14, 1.03172
1447.25, 1.02441
1447.35, 0.914698
1447.46, 0.895669
1447.57, 1.04060
1447.67, 1.07729
1447.78, 1.09093
1447.89, 1.07482
1447.99, 0.951881
1448.10, 0.909055
1448.21, 1.06293
1448.31, 0.923011
1448.42, 1.19154
1448.53, 1.31291
1448.63, 1.34273
1448.74, 1.25807
1448.85, 1.38492
1448.95, -1.24231e+28
1449.06, -1.25602e+28
1449.17, 0.863237
1449.27, 1.00470
1449.38, 0.906633
1449.49, 0.955374
1449.59, 0.875331
1449.70, 1.08952
1449.81, 0.957837
1449.91, 0.998318
1450.02, 1.05030
1450.13, 0.933480
1450.23, 0.987270
1450.34, 0.953059
1450.45, 0.937031
1450.55, 1.00220
1450.66, 0.941543
1450.77, 0.868808
1450.87, 0.949551
1450.98, 0.939107
1451.09, 0.956913
1451.19, 1.09840
1451.30, 1.01504
1451.41, 1.04327
1451.51, 0.938051
1451.62, 1.05862
1451.73, 1.02951
1451.83, 0.969947
1451.94, 0.926708
1452.05, 1.00411
1452.15, 0.972496
1452.26, 1.09440
1452.36, 0.970265
1452.47, 1.03870
1452.58, 1.05568
1452.68, 1.06770
1452.79, 1.14680
1452.90, 0.976490
1453.00, 0.988357
1453.11, 0.982789
1453.22, 0.987257
1453.32, 0.893822
1453.43, 0.886197
1453.54, 0.881140
1453.64, 0.918247
1453.75, 0.932147
1453.86, 0.967492
1453.96, 0.904603
1454.07, 0.826400
1454.18, 0.923887
1454.28, 0.866136
1454.39, 0.937319
1454.50, 0.900016
1454.60, 0.933239
1454.71, 0.975420
1454.82, 1.01207
1454.92, 1.00420
1455.03, 0.975123
1455.14, 0.981977
1455.24, 0.935361
1455.35, 0.992854
1455.46, 0.953189
1455.56, 1.00737
1455.67, 0.974510
1455.78, 1.01528
1455.88, 0.963607
1455.99, 1.07409
1456.10, 1.04039
1456.20, 1.08789
1456.31, 1.01915
1456.42, 0.891409
1456.52, 0.969561
1456.63, 1.01898
1456.74, 0.945928
1456.84, 1.01910
1456.95, 0.990541
1457.06, 0.958337
1457.16, 0.949088
1457.27, 0.884440
1457.38, 1.00940
1457.48, 1.08004
1457.59, 1.13591
1457.70, 0.999124
1457.80, 1.03186
1457.91, 1.09535
1458.02, 1.11462
1458.12, 0.978859
1458.23, 1.04431
1458.34, 1.05671
1458.44, 1.04018
1458.55, 1.04614
1458.66, 1.05081
1458.76, 1.03841
1458.87, 0.979393
1458.98, 1.15782
1459.08, 1.07196
1459.19, 1.17004
1459.29, 1.10702
1459.40, 1.13247
1459.51, 1.08180
1459.61, 0.983467
1459.72, 0.980052
1459.83, 1.04423
1459.93, 0.919526
1460.04, 1.10090
1460.15, 1.00553
1460.25, 0.932890
1460.36, 1.04769
1460.47, 1.00195
1460.57, 1.00136
1460.68, 1.10904
1460.79, 1.07515
1460.89, 0.981524
1461.00, 1.01452
1461.11, 1.01855
1461.21, 0.941734
1461.32, 0.905467
1461.43, 0.958083
1461.53, 1.08397
1461.64, 0.947813
1461.75, 1.05080
1461.85, 0.996861
1461.96, 1.03479
1462.07, 1.08621
1462.17, 1.03855
1462.28, 1.04223
1462.39, 1.13236
1462.49, 1.03192
1462.60, 1.24913
1462.71, 1.07581
1462.81, 1.12096
1462.92, 1.08653
1463.03, 0.963126
1463.13, 0.974655
1463.24, 0.980651
1463.35, 0.927530
1463.45, 0.990081
1463.56, 1.00961
1463.67, 1.01712
1463.77, 1.12837
1463.88, 1.06650
1463.99, 1.04327
1464.09, 0.916893
1464.20, 1.01615
1464.31, 1.04760
1464.41, 1.04938
1464.52, 1.06671
1464.63, 0.968786
1464.73, 0.981237
1464.84, 1.00996
1464.95, 1.06328
1465.05, 0.905861
1465.16, 1.03205
1465.27, 0.974484
1465.37, 1.05258
1465.48, 1.05390
1465.59, 0.998246
1465.69, 0.882417
1465.80, 0.917400
1465.91, 1.01320
1466.01, 0.984577
1466.12, 0.928639
1466.22, 1.03067
1466.33, 0.939161
1466.44, 0.975571
1466.54, 0.955392
1466.65, 1.02627
1466.76, 1.00701
1466.86, 0.947658
1466.97, 0.831867
1467.08, 0.964318
1467.18, 0.886105
1467.29, 0.842981
1467.40, 0.796701
1467.50, 0.944399
1467.61, 0.859459
1467.72, 0.902981
1467.82, 0.905779
1467.93, 0.879773
1468.04, 0.870122
1468.14, 0.896119
1468.25, 0.956519
1468.36, 0.898444
1468.46, 0.961515
1468.57, 0.991594
1468.68, 0.866630
1468.78, 0.943727
1468.89, 0.871997
1469.00, 0.890836
1469.10, 0.897456
1469.21, 0.967906
1469.32, 1.04359
1469.42, 0.958176
1469.53, 1.08486
1469.64, 1.05665
1469.74, 1.11456
1469.85, 1.16947
1469.96, 1.16576
1470.06, 1.02623
1470.17, 1.03193
1470.28, 1.04922
1470.38, 0.893457
1470.49, 0.907393
1470.60, 0.992473
1470.70, 1.00241
1470.81, 1.07373
1470.92, 0.979797
1471.02, 0.978110
1471.13, 1.02389
1471.24, 1.01099
1471.34, 0.967882
1471.45, 1.10305
1471.56, 0.956682
1471.66, 0.871520
1471.77, 1.03810
1471.88, 0.978784
1471.98, 0.983783
1472.09, 0.968479
1472.20, 1.07508
1472.30, 1.07552
1472.41, 0.988876
1472.52, 1.04843
1472.62, 1.10992
1472.73, 1.05482
1472.84, 1.01245
1472.94, 0.940122
1473.05, 1.02237
1473.16, 0.941740
1473.26, 0.905101
1473.37, 0.893252
1473.47, 0.956858
1473.58, 0.917738
1473.69, 0.973401
1473.79, 1.07300
1473.90, 0.973418
1474.01, 0.905610
1474.11, 0.971560
1474.22, 0.982272
1474.33, 0.969435
1474.43, 0.945783
1474.54, 0.901779
1474.65, 0.942477
1474.75, 0.939668
1474.86, 0.910496
1474.97, 0.934185
1475.07, 0.979247
1475.18, 1.00305
1475.29, 1.00186
1475.39, 1.05926
1475.50, 0.957660
1475.61, 0.990259
1475.71, 0.987491
1475.82, 1.02520
1475.93, 0.967089
1476.03, 0.990702
1476.14, 0.981600
1476.25, 0.969073
1476.35, 0.959699
1476.46, 0.940781
1476.57, 0.887301
1476.67, 0.947300
1476.78, 0.951686
1476.89, 0.838935
1476.99, 0.868132
1477.10, 0.913412
1477.21, 0.821753
1477.31, 0.961532
1477.42, 0.998810
1477.53, 1.00858
1477.63, 1.01200
1477.74, 0.858994
1477.85, 0.960584
1477.95, 0.901114
1478.06, 0.933161
1478.17, 0.888313
1478.27, 0.904852
1478.38, 0.929296
1478.49, 1.02867
1478.59, 1.00457
1478.70, 1.07483
1478.81, 0.992537
1478.91, 1.02303
1479.02, 1.05270
1479.13, 0.967847
1479.23, 1.05806
1479.34, 0.999363
1479.45, 1.05117
1479.55, 0.935263
1479.66, 0.929658
1479.77, 0.896436
1479.87, 0.968037
1479.98, 0.930432
1480.09, 0.879706
1480.19, 0.847644
1480.30, 0.891217
1480.40, 0.982148
1480.51, 0.921239
1480.62, 1.00922
1480.72, 1.02528
1480.83, 0.940800
1480.94, 0.924101
1481.04, 0.902820
1481.15, 0.912718
1481.26, 0.995701
1481.36, 0.929534
1481.47, 0.970921
1481.58, 1.02629
1481.68, 0.913913
1481.79, 1.01364
1481.90, 0.964646
1482.00, 0.913660
1482.11, 0.885413
1482.22, 0.936754
1482.32, 0.885091
1482.43, 0.934481
1482.54, 0.936367
1482.64, 0.966368
1482.75, 0.927145
1482.86, 0.997242
1482.96, 0.984870
1483.07, 0.995298
1483.18, 0.964841
1483.28, 0.975800
1483.39, 0.945386
1483.50, 0.910489
1483.60, 0.945832
1483.71, 0.878035
1483.82, 0.921597
1483.92, 0.942264
1484.03, 0.959201
1484.14, 0.865630
1484.24, 0.899680
1484.35, 0.831566
1484.46, 0.828579
1484.56, 0.852843
1484.67, 0.849008
1484.78, 0.664019
1484.88, 0.721331
1484.99, 0.782826
1485.10, 0.788338
1485.20, 0.655713
1485.31, 0.644577
1485.42, 0.662006
1485.52, 0.654233
1485.63, 0.592348
1485.74, 0.727290
1485.84, 0.675078
1485.95, 0.630996
1486.06, 0.643695
1486.16, 0.735738
1486.27, 0.841982
1486.38, 0.812779
1486.48, 0.799819
1486.59, 0.737671
1486.70, 0.821190
1486.80, 0.948802
1486.91, 0.906541
1487.02, 0.824095
1487.12, 0.838709
1487.23, 0.822345
1487.34, 0.869828
1487.44, 0.914552
1487.55, 0.883899
1487.65, 0.833326
1487.76, 0.876903
1487.87, 0.828166
1487.97, 0.794493
1488.08, 0.759481
1488.19, 0.812161
1488.29, 0.858859
1488.40, 0.832014
1488.51, 0.689142
1488.61, 0.760573
1488.72, 0.750134
1488.83, 0.751009
1488.93, 0.929323
1489.04, 0.945040
1489.15, 0.948949
1489.25, 0.941642
1489.36, 0.891951
1489.47, 1.02215
1489.57, 1.01328
1489.68, 0.989026
1489.79, 0.959471
1489.89, 0.992971
