Wavelength,Flux
1490.00, 1.08148
1490.11, 1.04887
1490.21, 1.09717
1490.32, 1.03202
1490.43, 0.991585
1490.53, 0.992892
1490.64, 0.894328
1490.75, 0.986547
1490.85, 0.972425
1490.96, 1.04322
1491.07, 0.964090
1491.17, 0.975606
1491.28, 0.888651
1491.39, 0.928147
1491.49, 0.918565
1491.60, 0.900408
1491.71, 0.997672
1491.81, 1.12511
1491.92, 0.942948
1492.03, 0.915524
1492.13, 0.832192
1492.24, 0.882675
1492.35, 0.940558
1492.45, 0.878432
1492.56, 0.851337
1492.67, 0.834029
1492.77, 0.839678
1492.88, 0.866827
1492.99, 0.898722
1493.09, 0.907390
1493.20, 0.901917
1493.31, 1.07156
1493.41, 1.00814
1493.52, 1.05291
1493.63, 1.20316
1493.73, 1.12963
1493.84, 1.10045
1493.95, 1.06842
1494.05, 1.01672
1494.16, 0.900755
1494.27, 1.00873
1494.37, 1.04855
1494.48, 1.11844
1494.58, 1.00701
1494.69, 0.914931
1494.80, 0.839755
1494.90, 0.832652
1495.01, 0.961852
1495.12, 0.976339
1495.22, 0.925128
1495.33, 0.928884
1495.44, 0.882972
1495.54, 0.887639
1495.65, 0.896077
1495.76, 0.935867
1495.86, 0.932533
1495.97, 0.969291
1496.08, 1.09742
1496.18, 0.935039
1496.29, 1.02095
1496.40, 1.00327
1496.50, 1.05711
1496.61, 0.925826
1496.72, 0.929104
1496.82, 1.00196
1496.93, 0.975873
1497.04, 1.00921
1497.14, 1.02595
1497.25, 0.996886
1497.36, 0.925357
1497.46, 1.00813
1497.57, 1.00254
1497.68, 1.01073
1497.78, 1.07665
1497.89, 1.04445
1498.00, 0.991562
1498.10, 1.04586
1498.21, 0.918117
1498.32, 0.903084
1498.42, 1.02859
1498.53, 1.02300
1498.64, 0.949920
1498.74, 0.814651
1498.85, 0.991886
1498.96, 1.07094
1499.06, 0.928357
1499.17, 0.938229
1499.28, 0.953181
1499.38, 0.924811
1499.49, 0.923777
1499.60, 0.923524
1499.70, 0.886130
1499.81, 0.872380
1499.92, 0.832244
1500.02, 1.00072
1500.13, 1.00513
1500.24, 0.991021
1500.34, 1.06445
1500.45, 1.03961
1500.56, 0.870451
1500.66, 0.736191
1500.77, 0.881625
1500.88, 0.449124
1500.98, 0.373402
1501.09, 0.473512
1501.20, 0.607865
1501.30, 0.713462
1501.41, 0.785428
1501.51, 0.814895
1501.62, 0.878177
1501.73, 1.06306
1501.83, 1.13795
1501.94, 0.981469
1502.05, 1.00091
1502.15, 0.905924
1502.26, 0.950037
1502.37, 0.791552
1502.47, 0.684178
1502.58, 0.653320
1502.69, 0.763940
1502.79, 0.752274
1502.90, 0.758275
1503.01, 0.691940
1503.11, 0.761266
1503.22, 0.818295
1503.33, 0.810432
1503.43, 0.813199
1503.54, 0.782943
1503.65, 0.808400
1503.75, 0.876523
1503.86, 0.874256
1503.97, 0.872854
1504.07, 0.847030
1504.18, 0.856326
1504.29, 0.917550
1504.39, 0.899167
1504.50, 0.984508
1504.61, 1.03458
1504.71, 0.958791
1504.82, 0.983041
1504.93, 0.989474
1505.03, 0.914762
1505.14, 0.852634
1505.25, 0.790256
1505.35, 0.756225
1505.46, 0.805360
1505.57, 0.782226
1505.67, 0.851843
1505.78, 0.852131
1505.89, 0.851748
1505.99, 0.791570
1506.10, 0.799714
1506.21, 0.792844
1506.31, 0.851053
1506.42, 1.05182
1506.53, 0.930163
1506.63, 0.952029
1506.74, 0.862627
1506.85, 0.958768
1506.95, 0.900310
1507.06, 0.911577
1507.17, 0.989346
1507.27, 1.01080
1507.38, 0.988015
1507.49, 0.872827
1507.59, 0.895707
1507.70, 0.879946
1507.81, 1.02507
1507.91, 0.953101
1508.02, 0.959966
1508.13, 1.04165
1508.23, 1.08983
1508.34, 0.879686
1508.45, 0.962697
1508.55, 1.02314
1508.66, 0.991848
1508.76, 0.990413
1508.87, 1.00525
1508.98, 1.06417
1509.08, 1.03390
1509.19, 0.940262
1509.30, 0.927221
1509.40, 0.984941
1509.51, 0.958215
1509.62, 0.934203
1509.72, 0.936959
1509.83, 0.956009
1509.94, 1.03587
1510.04, 1.01752
1510.15, 1.02032
1510.26, 0.996581
1510.36, 0.934538
1510.47, 0.892808
1510.58, 0.992626
1510.68, 1.00799
1510.79, 0.948468
1510.90, 0.954906
1511.00, 1.01357
1511.11, 1.12802
1511.22, 1.12622
1511.32, 1.10310
1511.43, 0.988654
1511.54, 0.962127
1511.64, 0.854841
1511.75, 0.888307
1511.86, 1.00171
1511.96, 0.967140
1512.07, 0.955523
1512.18, 0.819256
1512.28, 0.800220
1512.39, 0.856743
1512.50, 1.02106
1512.60, 1.05038
1512.71, 1.12040
1512.82, 1.09592
1512.92, 1.06141
1513.03, 1.01938
1513.14, 0.964072
1513.24, 1.00480
1513.35, 0.994685
1513.46, 1.08269
1513.56, 1.03124
1513.67, 1.08204
1513.78, 1.04823
1513.88, 1.01191
1513.99, 0.929381
1514.10, 0.843586
1514.20, 0.945908
1514.31, 0.927096
1514.42, 0.955116
1514.52, 0.974756
1514.63, 0.989213
1514.74, 0.975954
1514.84, 0.962367
1514.95, 0.983187
1515.06, 1.06355
1515.16, 1.13134
1515.27, 1.02448
1515.38, 0.876127
1515.48, 0.907056
1515.59, 0.972710
1515.69, 0.965246
1515.80, 0.849319
1515.91, 0.905186
1516.01, 0.961352
1516.12, 0.947258
1516.23, 0.991820
1516.33, 0.996546
1516.44, 0.942255
1516.55, 0.978943
1516.65, 0.938556
1516.76, 0.956421
1516.87, 0.946858
1516.97, 1.07158
1517.08, 0.991162
1517.19, 0.910464
1517.29, 0.919001
1517.40, 0.829479
1517.51, 0.828216
1517.61, 0.916542
1517.72, 0.940770
1517.83, 0.907370
1517.93, 0.951372
1518.04, 1.02203
1518.15, 0.997745
1518.25, 1.02373
1518.36, 1.03917
1518.47, 1.03370
1518.57, 1.01627
1518.68, 1.11307
1518.79, 1.09696
1518.89, 1.02055
1519.00, 0.949322
1519.11, 0.946176
1519.21, 0.918487
1519.32, 0.965862
1519.43, 0.988916
1519.53, 1.03954
1519.64, 0.996867
1519.75, 0.957919
1519.85, 0.956091
1519.96, 0.937418
1520.07, 0.902933
1520.17, 0.931449
1520.28, 0.950678
1520.39, 1.02263
1520.49, 1.06190
1520.60, 1.03587
1520.71, 1.03820
1520.81, 1.04039
1520.92, 0.999907
1521.03, 0.946631
1521.13, 0.970935
1521.24, 0.985546
1521.35, 1.00390
1521.45, 0.957964
1521.56, 0.971634
1521.67, 0.967452
1521.77, 0.957432
1521.88, 0.954711
1521.99, 0.888377
1522.09, 0.985992
1522.20, 1.01802
1522.31, 1.01080
1522.41, 1.02982
1522.52, 1.02842
1522.62, 1.02043
1522.73, 0.993920
1522.84, 1.07485
1522.94, 1.14069
1523.05, 1.13575
1523.16, 1.03557
1523.26, 1.06061
1523.37, 1.01100
1523.48, 0.867465
1523.58, 0.889943
1523.69, 0.960646
1523.80, 1.01217
1523.90, 0.959683
1524.01, 0.971210
1524.12, 0.919657
1524.22, 0.877897
1524.33, 0.918097
1524.44, 0.868299
1524.54, 0.813500
1524.65, 0.824669
1524.76, 0.715124
1524.86, 0.523905
1524.97, 0.343423
1525.08, 0.385636
1525.18, 0.462573
1525.29, 0.467713
1525.40, 0.412094
1525.50, 0.265652
1525.61, 0.281543
1525.72, 0.188480
1525.82, 0.252815
1525.93, 0.289291
1526.04, 0.217173
1526.14, 0.242763
1526.25, 0.237540
1526.36, 0.272306
1526.46, 0.329524
1526.57, 0.364511
1526.68, 0.407841
1526.78, 0.508876
1526.89, 0.597194
1527.00, 0.632575
1527.10, 0.681245
1527.21, 0.732942
1527.32, 0.780707
1527.42, 0.906486
1527.53, 1.00193
1527.64, 0.996993
1527.74, 1.00556
1527.85, 1.01490
1527.96, 0.941490
1528.06, 1.00272
1528.17, 1.00173
1528.28, 1.04377
1528.38, 1.05144
1528.49, 0.989191
1528.60, 0.972747
1528.70, 0.964788
1528.81, 0.974284
1528.92, 1.01331
1529.02, 1.08431
1529.13, 0.900340
1529.24, 0.880263
1529.34, 0.876709
1529.45, 0.896554
1529.56, 0.890763
1529.66, 0.920463
1529.77, 0.988207
1529.87, 1.05531
1529.98, 1.01067
1530.09, 1.04811
1530.19, 0.989818
1530.30, 0.911522
1530.41, 0.973029
1530.51, 0.985018
1530.62, 0.989585
1530.73, 1.05532
1530.83, 0.977836
1530.94, 0.968432
1531.05, 0.979064
1531.15, 0.966848
1531.26, 0.939825
1531.37, 0.873436
1531.47, 0.916190
1531.58, 0.987717
1531.69, 1.05425
1531.79, 1.02212
1531.90, 0.999152
1532.01, 0.946533
1532.11, 0.859631
1532.22, 0.877023
1532.33, 0.878491
1532.43, 0.974050
1532.54, 1.06333
1532.65, 1.06496
1532.75, 0.998216
1532.86, 1.02622
1532.97, 1.16726
1533.07, 1.14390
1533.18, 1.13454
1533.29, 1.15895
1533.39, 1.13479
1533.50, 1.17489
1533.61, 1.18795
1533.71, 1.08195
1533.82, 1.06204
1533.93, 1.05879
1534.03, 1.03922
1534.14, 0.954447
1534.25, 0.904032
1534.35, 0.837166
1534.46, 0.852049
1534.57, 0.916341
1534.67, 0.894414
1534.78, 0.875324
1534.89, 0.950776
1534.99, 0.980516
1535.10, 0.909400
1535.19, 0.950466
1535.30, 0.972313
1535.42, 1.02280
1535.54, 0.974028
1535.66, 1.07869
1535.77, 1.11522
1535.89, 0.966626
1536.01, 0.940186
1536.12, 1.06110
1536.24, 1.03989
1536.36, 1.00652
1536.48, 0.966163
1536.59, 1.01659
1536.71, 0.941479
1536.83, 1.05778
1536.95, 0.931152
1537.06, 1.01788
1537.18, 1.11563
1537.30, 0.903340
1537.41, 0.998498
1537.53, 0.876674
1537.65, 0.966733
1537.77, 0.973271
1537.88, 0.988442
1538.00, 0.905392
1538.12, 0.955499
1538.23, 0.894093
1538.35, 0.935789
1538.47, 0.864376
1538.59, 0.847084
1538.70, 0.845452
1538.82, 0.928044
1538.94, 0.932859
1539.06, 0.878562
1539.17, 0.998170
1539.29, 1.01141
1539.41, 0.892386
1539.52, 0.960561
1539.64, 0.848094
1539.76, 0.987278
1539.88, 0.955624
1539.99, 1.01211
1540.11, 1.07222
1540.23, 1.11540
1540.34, 1.08936
1540.46, 1.15714
1540.58, 1.04780
1540.70, 0.993825
1540.81, 0.894381
1540.93, 0.954312
1541.05, 0.983391
1541.17, 0.946967
1541.28, 0.977103
1541.40, 0.975521
1541.52, 1.06017
1541.63, 0.924996
1541.75, 1.03819
1541.87, 1.05713
1541.99, 1.13860
1542.10, 1.13061
1542.22, 0.981523
1542.34, 1.08807
1542.45, 0.977981
1542.57, 1.00125
1542.69, 1.01927
1542.81, 0.988493
1542.92, 0.927078
1543.04, 1.11363
1543.16, 1.04047
1543.27, 0.993735
1543.39, 1.08413
1543.51, 1.11372
1543.63, 1.17204
1543.74, 1.11269
1543.86, 1.11952
1543.98, 1.14257
1544.10, 1.12617
1544.21, 1.26250
1544.33, 1.31479
1544.45, 1.46714
1544.56, 1.22571
1544.68, 1.25690
1544.80, 1.32414
1544.92, 1.13351
1545.03, 1.17691
1545.15, 1.05727
1545.27, 1.04732
1545.38, 0.938469
1545.50, 0.989694
1545.62, 0.928987
1545.74, 0.879511
1545.85, 0.857512
1545.97, 0.778861
1546.09, 0.546897
1546.21, 0.431962
1546.32, 0.281698
1546.44, 0.312359
1546.56, 0.317899
1546.67, 0.194117
1546.79, 0.306456
1546.91, 0.241429
1547.03, 0.249430
1547.14, 0.164960
1547.26, 0.182388
1547.38, 0.138955
1547.49, 0.123062
1547.61, 0.215257
1547.73, 0.264966
1547.85, 0.118415
1547.96, 0.258857
1548.08, 0.463632
1548.20, 0.532737
1548.32, 0.586884
1548.43, 0.629373
1548.55, 0.657497
1548.67, 0.687465
1548.78, 0.625908
1548.90, 0.601156
1549.02, 0.433900
1549.14, 0.506402
1549.25, 0.462160
1549.37, 0.533752
1549.49, 0.310448
1549.60, 0.316002
1549.72, 0.235938
1549.84, 0.259729
1549.96, 0.267776
1550.07, 0.251249
1550.19, 0.229124
1550.31, 0.174352
1550.43, 0.101894
1550.54, 0.228370
1550.66, 0.280254
1550.78, 0.367942
1550.89, 0.503243
1551.01, 0.729364
1551.13, 0.839145
1551.25, 0.859316
1551.36, 0.919496
1551.48, 0.880595
1551.60, 0.847255
1551.71, 0.961008
1551.83, 1.00860
1551.95, 1.03102
1552.07, 0.959440
1552.18, 0.874224
1552.30, 0.866704
1552.42, 0.961530
1552.53, 0.932681
1552.65, 0.894602
1552.77, 0.920790
1552.89, 0.952771
1553.00, 0.892985
1553.12, 0.989051
1553.24, 0.973027
1553.36, 0.944069
1553.47, 0.977755
1553.59, 1.02352
1553.71, 0.929042
1553.82, 1.00426
1553.94, 1.04282
1554.06, 0.982527
1554.18, 1.05265
1554.29, 0.999623
1554.41, 0.989146
1554.53, 1.04349
1554.64, 1.02108
1554.76, 0.973693
1554.88, 1.17119
1555.00, 1.08872
1555.11, 0.943766
1555.23, 1.00446
1555.35, 0.968226
1555.47, 0.994152
1555.58, 1.04263
1555.70, 0.950269
1555.82, 0.961676
1555.93, 0.920764
1556.05, 0.974740
1556.17, 1.00396
1556.29, 1.01630
1556.40, 1.19568
1556.52, 1.08288
1556.64, 1.17262
1556.75, 1.05672
1556.87, 1.08135
1556.99, 1.05962
1557.11, 1.03806
1557.22, 1.01383
1557.34, 1.09422
1557.46, 0.960699
1557.57, 1.05761
1557.69, 1.01274
1557.81, 0.898229
1557.93, 0.983100
1558.04, 1.01104
1558.16, 0.943385
1558.28, 0.992575
1558.40, 0.980890
1558.51, 1.01128
1558.63, 0.914641
1558.75, 0.972804
1558.86, 0.931989
1558.98, 1.00756
1559.10, 0.970970
1559.22, 0.939291
1559.33, 0.942765
1559.45, 0.925148
1559.57, 0.809163
1559.68, 0.937695
1559.80, 0.998418
1559.92, 0.991063
1560.04, 0.957664
1560.15, 1.05170
1560.27, 1.00476
1560.39, 1.00287
1560.51, 0.993918
1560.62, 0.917598
1560.74, 0.928703
1560.86, 0.970743
1560.97, 0.955116
1561.09, 1.00723
1561.21, 0.985413
1561.33, 1.02906
1561.44, 1.10049
1561.56, 1.05718
1561.68, 0.993337
1561.79, 0.989671
1561.91, 1.03289
1562.03, 0.977327
1562.15, 0.979228
1562.26, 0.889931
1562.38, 0.910962
1562.50, 0.954217
1562.62, 0.888087
1562.73, 0.908023
1562.85, 0.930349
1562.97, 0.799125
1563.08, 0.722018
1563.20, 0.767084
1563.32, 0.639140
1563.44, 0.605619
1563.55, 0.567968
1563.67, 0.625448
1563.79, 0.696233
1563.90, 0.622933
1564.02, 0.730783
1564.14, 0.805710
1564.26, 0.926700
1564.37, 0.992443
1564.49, 1.04579
1564.61, 1.00779
1564.72, 1.03055
1564.84, 1.10036
1564.96, 0.987285
1565.08, 0.941476
1565.19, 0.965725
1565.31, 0.917326
1565.43, 1.03003
1565.55, 0.957499
1565.66, 0.999523
1565.78, 1.02703
1565.90, 1.05059
1566.01, 1.01821
1566.13, 1.08412
1566.25, 1.05999
1566.37, 1.10137
1566.48, 1.16317
1566.60, 1.02521
1566.72, 1.07462
1566.83, 1.11156
1566.95, 0.854865
1567.07, 0.840113
1567.19, 0.810026
1567.30, 0.851267
1567.42, 0.833842
1567.54, 0.863614
1567.66, 0.806988
1567.77, 0.812212
1567.89, 0.846504
1568.01, 0.983645
1568.12, 0.949290
1568.24, 0.917898
1568.36, 1.11571
1568.48, 1.03069
1568.59, 1.03191
1568.71, 1.02862
1568.83, 1.03083
1568.94, 0.962370
1569.06, 0.945316
1569.18, 0.925313
1569.30, 0.933808
1569.41, 0.920906
1569.53, 0.877731
1569.65, 0.862544
1569.77, 1.00121
1569.88, 0.984504
1570.00, 0.904505
1570.12, 0.933831
1570.23, 0.971247
1570.35, 0.953171
1570.47, 0.959680
1570.59, 0.940896
1570.70, 1.01505
1570.82, 0.934268
1570.94, 0.934534
1571.05, 0.978028
1571.17, 0.910176
1571.29, 0.986614
1571.41, 0.994163
1571.52, 0.928110
1571.64, 1.06564
1571.76, 0.989621
1571.88, 1.02438
1571.99, 1.06661
1572.11, 0.980871
1572.23, 0.972506
1572.34, 1.02533
1572.46, 1.24629
1572.58, 0.995448
1572.70, 0.906465
1572.81, 0.918769
1572.93, 0.943481
1573.05, 0.878576
1573.16, 0.947997
1573.28, 0.955390
1573.40, 0.873947
1573.52, 0.911620
1573.63, 1.00516
1573.75, 0.999695
1573.87, 1.06126
1573.98, 0.919458
1574.10, 1.03804
1574.22, 0.996215
1574.34, 1.02910
1574.45, 1.03037
1574.57, 1.13494
1574.69, 1.20240
1574.81, 1.18629
1574.92, 1.13201
1575.04, 1.10899
1575.16, 1.19358
1575.27, 1.10545
1575.39, 1.19643
1575.51, 1.10299
1575.63, 1.12065
1575.74, 1.15714
1575.86, 1.09924
1575.98, 1.08057
1576.09, 0.964090
1576.21, 1.08399
1576.33, 1.07922
1576.45, 1.05033
1576.56, 1.08243
1576.68, 1.04075
1576.80, 1.12543
1576.92, 0.978774
1577.03, 1.08197
1577.15, 1.09436
1577.27, 0.988740
1577.38, 1.01828
1577.50, 0.983991
1577.62, 1.04029
1577.74, 1.02728
1577.85, 1.06750
1577.97, 0.985450
1578.09, 1.05561
1578.20, 0.988940
1578.32, 1.01773
1578.44, 0.971745
1578.56, 1.00472
1578.67, 0.991350
1578.79, 0.932564
1578.91, 0.914425
1579.02, 1.00213
1579.14, 1.01572
1579.26, 0.962712
1579.38, 0.954497
1579.49, 1.00624
1579.61, 0.987755
1579.73, 0.930285
1579.85, 0.946372
1579.96, 0.886073
1580.08, 0.826153
1580.20, 0.853154
1580.31, 0.863269
1580.43, 0.903202
1580.55, 1.02637
1580.67, 0.985372
1580.78, 1.04998
1580.90, 0.922812
1581.02, 0.912482
1581.13, 1.06948
1581.25, 1.03953
1581.37, 1.01397
1581.49, 0.978578
1581.60, 0.893391
1581.72, 1.00198
1581.84, 0.897938
1581.96, 1.02207
1582.07, 0.966828
1582.19, 0.912348
1582.31, 0.967030
1582.42, 0.942597
1582.54, 1.02100
1582.66, 1.05536
1582.78, 0.966728
1582.89, 1.01284
1583.01, 0.957882
1583.13, 1.03798
1583.24, 1.07477
1583.36, 1.05484
1583.48, 0.999375
1583.60, 0.996040
1583.71, 0.985623
1583.83, 1.00975
1583.95, 1.05110
1584.07, 1.05543
1584.18, 1.07469
1584.30, 0.987362
1584.42, 1.08284
1584.53, 1.00877
1584.65, 1.12610
1584.77, 1.23593
1584.89, 1.13697
1585.00, 1.15673
1585.12, 1.09558
1585.24, 1.11511
1585.35, 1.17553
1585.47, 1.21258
1585.59, 1.04470
1585.71, 0.922211
1585.82, 0.991369
1585.94, 1.05492
1586.06, 1.02388
1586.17, 1.10507
1586.29, 1.01541
1586.41, 1.05951
1586.53, 0.968951
1586.64, 1.02654
1586.76, 1.10934
1586.88, 1.06701
1587.00, 1.05282
1587.11, 1.05645
1587.23, 1.03410
1587.35, 1.06221
1587.46, 1.12093
1587.58, 1.01962
1587.70, 0.993346
1587.82, 0.990775
1587.93, 0.957139
1588.05, 1.01138
1588.17, 1.03805
1588.28, 0.911394
1588.40, 0.958284
1588.52, 1.02467
1588.64, 1.11055
1588.75, 0.969348
1588.87, 1.03659
1588.99, 1.05170
1589.11, 0.976588
1589.22, 0.953252
1589.34, 1.20090
1589.46, 1.06610
1589.57, 1.07228
1589.69, 0.950904
1589.81, 0.995484
1589.93, 0.995820
1590.04, 1.04066
1590.16, 0.991568
1590.28, 0.976056
1590.39, 1.00665
1590.51, 0.926725
1590.63, 0.956005
1590.75, 1.05220
1590.86, 0.984711
1590.98, 1.05915
1591.10, 1.03001
1591.22, 0.959449
1591.33, 0.949495
1591.45, 0.907851
1591.57, 1.01938
1591.68, 1.00117
1591.80, 1.11733
1591.92, 1.06555
1592.04, 1.17928
1592.15, 1.00685
1592.27, 1.16506
1592.39, 0.945499
1592.50, 1.06073
1592.62, 0.988977
1592.74, 1.01890
1592.86, 0.965176
1592.97, 0.934997
1593.09, 0.951626
1593.21, 0.904378
1593.32, 0.838251
1593.44, 0.886728
1593.56, 0.967744
1593.68, 1.03227
1593.79, 0.971707
1593.91, 0.989419
1594.03, 0.947555
1594.15, 0.987053
1594.26, 1.00492
1594.38, 1.00398
1594.50, 1.01067
1594.61, 1.34869
1594.73, 1.19940
1594.85, 0.946962
1594.97, 0.846790
1595.08, 0.929063
1595.20, 0.885686
1595.32, 0.934880
1595.43, 0.948892
1595.55, 0.994901
1595.67, 0.917783
1595.79, 0.902389
1595.90, 0.896167
1596.02, 0.941990
1596.14, 0.892798
1596.26, 0.851722
1596.37, 0.951414
1596.49, 1.11086
1596.61, 1.01936
1596.72, 0.886662
1596.84, 0.814192
1596.96, 0.861147
1597.08, 0.901797
1597.19, 0.967069
1597.31, 0.995658
1597.43, 1.08533
1597.54, 0.939541
1597.66, 0.979705
1597.78, 0.996811
1597.90, 0.954424
1598.01, 0.931146
1598.13, 0.950321
1598.25, 0.948623
1598.36, 0.941864
1598.48, 0.950054
1598.60, 1.01115
1598.72, 1.04356
1598.83, 1.07158
1598.95, 1.07700
1599.07, 1.08161
1599.19, 1.07488
1599.30, 1.08641
1599.42, 1.01163
1599.54, 0.948348
1599.65, 0.944364
1599.77, 0.832760
1599.89, 0.865307
1600.01, 0.909327
1600.12, 0.943482
1600.24, 0.937639
1600.36, 0.847828
1600.47, 0.867288
1600.59, 0.940490
1600.71, 0.813335
1600.83, 0.851256
1600.94, 0.870078
1601.06, 0.876883
1601.18, 0.781708
1601.30, 0.860866
1601.41, 0.895833
1601.53, 0.892749
1601.65, 0.857946
1601.76, 0.844589
1601.88, 0.897390
1602.00, 1.20452
1602.12, 1.21862
1602.23, 1.01123
1602.35, 0.730177
1602.47, 0.911875
1602.58, 0.976445
1602.70, 0.806824
1602.82, 0.931361
1602.94, 0.985305
1603.05, 1.02791
1603.17, 1.12579
1603.29, 1.10124
1603.41, 1.06499
1603.52, 1.02830
1603.64, 0.910459
1603.76, 1.00752
1603.87, 0.988023
1603.99, 0.872554
1604.11, 0.996270
1604.23, 0.971745
1604.34, 1.01311
1604.46, 1.00701
1604.58, 1.08733
1604.69, 1.20505
1604.81, 1.43352
1604.93, 1.08711
1605.05, 1.10461
1605.16, 1.00946
1605.28, 1.48895
1605.40, 1.73054
1605.52, 1.31090
1605.63, 0.511792
1605.75, 0.347360
1605.87, 0.597728
1605.98, 0.530920
1606.10, 0.643965
1606.22, 0.832487
1606.34, 0.867457
1606.45, 0.984680
1606.57, 0.726945
1606.69, 0.769804
1606.80, 0.742186
1606.92, 0.771824
1607.04, 0.763112
1607.16, 0.780531
1607.27, 0.606754
1607.39, 0.537952
1607.51, 0.582627
1607.62, 0.705699
1607.74, 0.651943
1607.86, 0.735765
1607.98, 0.644742
1608.09, 0.626574
1608.21, 0.655177
1608.33, 0.745582
1608.45, 0.786370
1608.56, 0.842867
1608.68, 0.898815
1608.80, 0.859475
1608.91, 1.08028
1609.03, 1.11004
1609.15, 1.18112
1609.27, 1.11927
1609.38, 1.12511
1609.50, 1.04720
1609.62, 1.30893
1609.73, 1.18035
1609.85, 1.45883
1609.97, 1.54371
1610.09, -1.47659e+28
1610.20, -1.45784e+28
1610.32, 16459.5
1610.44, -539.674
1610.56, 0.953350
1610.67, 0.832879
1610.79, 1.02203
1610.91, 1.00505
1611.02, 0.980898
1611.14, 0.945241
1611.26, 0.886433
1611.38, 0.867782
1611.49, 0.835716
1611.61, 0.862807
1611.73, 0.807299
1611.84, 0.823085
1611.96, 0.869431
1612.08, 0.826478
1612.20, 0.821879
1612.31, 0.873779
1612.43, 1.01256
1612.55, 0.997127
1612.67, 1.18464
1612.78, 1.09912
1612.90, 1.25690
1613.02, 1.20739
1613.13, 0.924113
1613.25, 0.926276
1613.37, 0.942226
1613.49, 0.943287
1613.60, 1.02028
1613.72, 0.972055
1613.84, 1.08421
1613.95, 1.13110
1614.07, 1.12665
1614.19, 1.12524
1614.31, 0.961515
1614.42, 1.03558
1614.54, 1.01130
1614.66, 1.04451
1614.77, 1.03553
1614.89, 1.06940
1615.01, 1.00706
1615.13, 1.09020
1615.24, 1.06837
1615.36, 1.36718
1615.48, 1.23588
1615.60, 1.15031
1615.71, 1.08343
1615.83, 1.10927
1615.95, 0.923291
1616.06, 1.11027
1616.18, 1.07928
1616.30, 1.12694
1616.42, 1.01409
1616.53, 1.02659
1616.65, 0.900220
1616.77, 0.985123
1616.88, 1.00769
1617.00, 0.933897
1617.12, 1.01739
1617.24, 0.968401
1617.35, 0.952810
1617.47, 1.02304
1617.59, 1.03021
1617.71, 1.07092
1617.82, 0.940908
1617.94, 0.963289
1618.06, 1.15583
1618.17, 0.981185
1618.29, 0.983449
1618.41, 1.01745
1618.53, 0.953941
1618.64, 1.01451
1618.76, 1.10833
1618.88, 0.994081
1618.99, 1.07566
1619.11, 1.08518
1619.23, 1.04219
1619.35, 1.08159
1619.46, 1.02742
1619.58, 1.04542
1619.70, 1.04703
1619.82, 1.15451
1619.93, 1.04086
1620.05, 0.940404
1620.17, 0.805063
1620.28, 0.946685
1620.40, 0.968584
1620.52, 1.01412
1620.64, 1.03514
1620.75, 1.04492
1620.87, 1.06708
1620.99, 0.996577
1621.10, 1.15547
1621.22, 1.38575
1621.34, 1.03003
1621.46, 1.29411
1621.57, 1.42089
1621.69, 1.26837
1621.81, 1.02570
1621.92, 0.936040
1622.04, 0.902193
1622.16, 0.845250
1622.28, 0.871281
1622.39, 0.985036
1622.51, 0.887928
1622.63, 0.918995
1622.75, 0.843363
1622.86, 0.901184
1622.98, 0.833202
1623.10, 0.994928
1623.21, 1.02628
1623.33, 1.01285
1623.45, 1.06651
1623.57, 1.00250
1623.68, 1.04379
1623.80, 1.03814
1623.92, 1.15613
1624.03, 0.992832
1624.15, 0.985743
1624.27, 0.864768
1624.39, 0.980490
1624.50, 0.931852
1624.62, 1.13977
1624.74, 1.02659
1624.86, 1.15252
1624.97, 1.18083
1625.09, 1.08620
1625.21, 1.11073
1625.32, 0.909018
1625.44, 1.05116
1625.56, 1.07463
1625.68, 1.04579
1625.79, 1.04126
1625.91, 1.07955
1626.03, 0.947176
1626.14, 1.03857
1626.26, 1.00541
1626.38, 0.982263
1626.50, 0.914398
1626.61, 0.904849
1626.73, 0.845494
1626.85, 0.929730
1626.97, 0.988064
1627.08, 0.983270
1627.20, 1.02633
1627.32, 1.02495
1627.43, 0.935501
1627.55, 0.982811
1627.67, 1.01550
1627.79, 1.07197
1627.90, 1.09624
1628.02, 1.06786
1628.14, 1.00814
1628.25, 1.00957
1628.37, 1.14628
1628.49, 1.03800
1628.61, 0.929559
1628.72, 0.992335
1628.84, 1.01650
1628.96, 1.06309
1629.07, 1.09844
1629.19, 1.09874
1629.31, 1.10541
1629.43, 1.05753
1629.54, 1.00403
1629.66, 0.943232
1629.78, 0.933903
1629.90, 0.913453
1630.01, 0.873663
1630.13, 1.04593
1630.25, 0.980736
1630.36, 0.981225
1630.48, 0.981503
1630.60, 0.916739
1630.72, 0.922730
1630.83, 0.891393
1630.95, 1.04486
1631.07, 1.00521
1631.18, 0.979815
1631.30, 1.01534
1631.42, 1.07885
1631.54, 1.18562
1631.65, 1.18770
1631.77, 1.30474
1631.89, 1.21528
1632.01, 1.17496
1632.12, 1.13153
1632.24, 1.03611
1632.36, 1.07684
1632.47, 0.908967
1632.59, 0.965516
1632.71, 1.07783
1632.83, 0.965709
1632.94, 0.966527
1633.06, 0.975315
1633.18, 1.00871
1633.29, 0.913302
1633.41, 0.960247
1633.53, 0.949058
1633.65, 1.03354
1633.76, 1.01182
1633.88, 1.00315
1634.00, 1.03194
1634.11, 1.02975
1634.23, 1.02492
1634.35, 1.08516
