Run, velocity(km/s), b(km/s), Temp(K), N_fit, upper_N_err, lower_N_err, q_fit, upper_q_err, lower_q_err, area, area_err
T1_v3000_chi1000, 133.708, 319.062, 10543.308, 6.5271107463e+16, 580460432.0, 6.52711074568e+16, 0.569752266744, 23.4771652612, 9.64007318416e-09, 4.37919240018e+15, 14950656.0
T1_v3000_chi1000, 275.134, 243.244, 18719.186, 1.55560964548e+16, 114683417098.0, 1.55560964099e+16, 0.178254140612, 36.6435873527, 5.04111740129e-08, 2.23878837381e+15, 11953478.5
T10_v1500_chi10000, 25.497, 105.682, 11652.332, 8.13641345096e+15, 5.16118483146e+13, 8.13641094614e+15, 0.0117331220262, 34.759577113, 2.65733187519e-07, 4.60970311094e+15, 2921991.0
T10_v1500_chi10000, 41.791, 96.509, 14066.45, 1.46253504602e+16, 3.19354623981e+12, 1.46253493153e+16, 0.0408490902695, 30.21780812, 8.58225506634e-09, 4.88774008299e+15, 1681836.0
T10_v1500_chi10000, 42.321, 84.043, 12744.328, 2.7803642381e+16, 3937428064.0, 2.78036419042e+16, 0.181010933143, 12.6051916815, 1.43842157629e-09, 3.96280307965e+15, 20807044.5
T10_v1500_chi10000, 58.697, 103.648, 15543.352, 7.63902911316e+15, 5.37330367577e+12, 7.63900509699e+15, 0.0490193294697, 39.1476584171, 1.42127613567e-08, 2.32631839653e+15, 31852747.5
T1_v480_chi1000, 22.107, 224.534, 11175.538, 6.84930452406e+15, 1.3156173873e+14, 6.84930451716e+15, 0.00855315952242, 43.5871518229, 1.69753172975e-05, 4.29538991424e+15, 3071980.0
T1_v480_chi1000, 35.002, 326.039, 12562.623, 9.38577054218e+15, 2.27394717899e+13, 9.38576787147e+15, 0.025651218689, 32.0999823457, 6.60382035479e-08, 3.90768837317e+15, 1727485.0
T1_v480_chi1000, 56.307, 144.048, 13501.782, 1.70825735375e+16, 3.85307189641e+12, 1.70825718061e+16, 0.061953839752, 42.834623096, 6.31203107518e-07, 4.59255941597e+15, 55285927.0
T1_v480_chi1000, 86.221, 154.861, 17420.142, 7.4653090584e+15, 2.97380910604e+12, 7.46530774204e+15, 0.0375892443785, 29.2706823626, 8.41137445806e-09, 2.59970990797e+15, 938257.5
